group_name,run_id,run_directory,source_file,relative_path,category,extension,size_bytes,line_count,modified_time_iso,sha256
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/events/perception.pointcloud_map_based_roi.5491.csv,202607271031/trace/events/perception.pointcloud_map_based_roi.5491.csv,trace_events,.csv,71093,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/events/perception.pointcloud_preprocess.5491.csv,202607271031/trace/events/perception.pointcloud_preprocess.5491.csv,trace_events,.csv,69328,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/events/perception.radar_detection.5491.csv,202607271031/trace/events/perception.radar_detection.5491.csv,trace_events,.csv,65714,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/events/planning.5469.csv,202607271031/trace/events/planning.5469.csv,trace_events,.csv,541146,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/events/prediction.5461.csv,202607271031/trace/events/prediction.5461.csv,trace_events,.csv,359064,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/fusion_inputs/perception.multi_sensor_fusion.5491.csv,202607271031/trace/fusion_inputs/perception.multi_sensor_fusion.5491.csv,trace_fusion_inputs,.csv,74676,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/control.5473.csv,202607271031/trace/message_context/control.5473.csv,trace_message_context,.csv,904728,-1,2026-07-27T17:22:42+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/guardian.5464.csv,202607271031/trace/message_context/guardian.5464.csv,trace_message_context,.csv,902954,-1,2026-07-27T17:22:42+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/perception.lidar_detection.5491.csv,202607271031/trace/message_context/perception.lidar_detection.5491.csv,trace_message_context,.csv,101889,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/perception.lidar_detection_filter.5491.csv,202607271031/trace/message_context/perception.lidar_detection_filter.5491.csv,trace_message_context,.csv,102953,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/perception.lidar_tracking.5491.csv,202607271031/trace/message_context/perception.lidar_tracking.5491.csv,trace_message_context,.csv,100014,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/perception.multi_sensor_fusion.5491.csv,202607271031/trace/message_context/perception.multi_sensor_fusion.5491.csv,trace_message_context,.csv,154584,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/perception.pointcloud_ground_detection.5491.csv,202607271031/trace/message_context/perception.pointcloud_ground_detection.5491.csv,trace_message_context,.csv,113341,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/perception.pointcloud_map_based_roi.5491.csv,202607271031/trace/message_context/perception.pointcloud_map_based_roi.5491.csv,trace_message_context,.csv,110008,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/perception.pointcloud_preprocess.5491.csv,202607271031/trace/message_context/perception.pointcloud_preprocess.5491.csv,trace_message_context,.csv,110301,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/perception.radar_detection.5491.csv,202607271031/trace/message_context/perception.radar_detection.5491.csv,trace_message_context,.csv,98704,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/planning.5469.csv,202607271031/trace/message_context/planning.5469.csv,trace_message_context,.csv,93664,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/message_context/prediction.5461.csv,202607271031/trace/message_context/prediction.5461.csv,trace_message_context,.csv,97568,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/trace/trace_anchor/perception.5491.csv,202607271031/trace/trace_anchor/perception.5491.csv,trace_anchor,.csv,71351,-1,2026-07-27T17:22:40+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/collect_time.txt,202607271048/collect_time.txt,collection_window,.txt,63,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/localization.log.INFO.20260727-104620.122662,202607271048/log/localization.log.INFO.20260727-104620.122662,localization_log,.122662,131625,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/perception.log.INFO.20260727-104627.122675,202607271048/log/perception.log.INFO.20260727-104627.122675,perception_log,.122675,2364564,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/planning.log.INFO.20260727-104621.122670,202607271048/log/planning.log.INFO.20260727-104621.122670,planning_log,.122670,95919382,-1,2026-07-27T17:23:24+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/prediction.log.INFO.20260727-104621.122666,202607271048/log/prediction.log.INFO.20260727-104621.122666,prediction_log,.122666,111312,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/scb_control_delay_20260727104601_519735.csv,202607271048/log/scb_control_delay_20260727104601_519735.csv,control_delay_evidence,.csv,2156,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/control.122672.csv,202607271048/trace/events/control.122672.csv,trace_events,.csv,4668647,-1,2026-07-27T17:22:58+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/guardian.122668.csv,202607271048/trace/events/guardian.122668.csv,trace_events,.csv,773890,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/perception.lidar_detection.122675.csv,202607271048/trace/events/perception.lidar_detection.122675.csv,trace_events,.csv,83719,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/perception.lidar_detection_filter.122675.csv,202607271048/trace/events/perception.lidar_detection_filter.122675.csv,trace_events,.csv,88729,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/perception.lidar_tracking.122675.csv,202607271048/trace/events/perception.lidar_tracking.122675.csv,trace_events,.csv,83002,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/perception.multi_sensor_fusion.122675.csv,202607271048/trace/events/perception.multi_sensor_fusion.122675.csv,trace_events,.csv,131636,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/perception.pointcloud_ground_detection.122675.csv,202607271048/trace/events/perception.pointcloud_ground_detection.122675.csv,trace_events,.csv,94116,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/perception.pointcloud_map_based_roi.122675.csv,202607271048/trace/events/perception.pointcloud_map_based_roi.122675.csv,trace_events,.csv,91925,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/perception.pointcloud_preprocess.122675.csv,202607271048/trace/events/perception.pointcloud_preprocess.122675.csv,trace_events,.csv,89735,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/perception.radar_detection.122675.csv,202607271048/trace/events/perception.radar_detection.122675.csv,trace_events,.csv,85380,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/planning.122670.csv,202607271048/trace/events/planning.122670.csv,trace_events,.csv,692771,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/events/prediction.122666.csv,202607271048/trace/events/prediction.122666.csv,trace_events,.csv,461718,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/fusion_inputs/perception.multi_sensor_fusion.122675.csv,202607271048/trace/fusion_inputs/perception.multi_sensor_fusion.122675.csv,trace_fusion_inputs,.csv,90932,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/control.122672.csv,202607271048/trace/message_context/control.122672.csv,trace_message_context,.csv,1162514,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/guardian.122668.csv,202607271048/trace/message_context/guardian.122668.csv,trace_message_context,.csv,1161255,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/perception.lidar_detection.122675.csv,202607271048/trace/message_context/perception.lidar_detection.122675.csv,trace_message_context,.csv,127860,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/perception.lidar_detection_filter.122675.csv,202607271048/trace/message_context/perception.lidar_detection_filter.122675.csv,trace_message_context,.csv,128932,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/perception.lidar_tracking.122675.csv,202607271048/trace/message_context/perception.lidar_tracking.122675.csv,trace_message_context,.csv,125353,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/perception.multi_sensor_fusion.122675.csv,202607271048/trace/message_context/perception.multi_sensor_fusion.122675.csv,trace_message_context,.csv,194880,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/perception.pointcloud_ground_detection.122675.csv,202607271048/trace/message_context/perception.pointcloud_ground_detection.122675.csv,trace_message_context,.csv,144593,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/perception.pointcloud_map_based_roi.122675.csv,202607271048/trace/message_context/perception.pointcloud_map_based_roi.122675.csv,trace_message_context,.csv,140212,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/perception.pointcloud_preprocess.122675.csv,202607271048/trace/message_context/perception.pointcloud_preprocess.122675.csv,trace_message_context,.csv,140577,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/perception.radar_detection.122675.csv,202607271048/trace/message_context/perception.radar_detection.122675.csv,trace_message_context,.csv,126393,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/planning.122670.csv,202607271048/trace/message_context/planning.122670.csv,trace_message_context,.csv,117476,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/message_context/prediction.122666.csv,202607271048/trace/message_context/prediction.122666.csv,trace_message_context,.csv,122980,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/trace/trace_anchor/perception.122675.csv,202607271048/trace/trace_anchor/perception.122675.csv,trace_anchor,.csv,89363,-1,2026-07-27T17:22:56+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/collect_time.txt,202607271054/collect_time.txt,collection_window,.txt,63,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/localization.log.INFO.20260727-105117.176834,202607271054/log/localization.log.INFO.20260727-105117.176834,localization_log,.176834,120993,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/perception.log.INFO.20260727-105124.176848,202607271054/log/perception.log.INFO.20260727-105124.176848,perception_log,.176848,2189841,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/planning.log.INFO.20260727-105118.176842,202607271054/log/planning.log.INFO.20260727-105118.176842,planning_log,.176842,87433980,-1,2026-07-27T17:23:26+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/prediction.log.INFO.20260727-105118.176838,202607271054/log/prediction.log.INFO.20260727-105118.176838,prediction_log,.176838,81520,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/scb_control_delay_20260727105058_311740.csv,202607271054/log/scb_control_delay_20260727105058_311740.csv,control_delay_evidence,.csv,2156,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/control.176844.csv,202607271054/trace/events/control.176844.csv,trace_events,.csv,4361447,-1,2026-07-27T17:23:02+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/guardian.176840.csv,202607271054/trace/events/guardian.176840.csv,trace_events,.csv,720659,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/perception.lidar_detection.176848.csv,202607271054/trace/events/perception.lidar_detection.176848.csv,trace_events,.csv,78102,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/perception.lidar_detection_filter.176848.csv,202607271054/trace/events/perception.lidar_detection_filter.176848.csv,trace_events,.csv,82777,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/perception.lidar_tracking.176848.csv,202607271054/trace/events/perception.lidar_tracking.176848.csv,trace_events,.csv,77434,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/perception.multi_sensor_fusion.176848.csv,202607271054/trace/events/perception.multi_sensor_fusion.176848.csv,trace_events,.csv,122707,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/perception.pointcloud_ground_detection.176848.csv,202607271054/trace/events/perception.pointcloud_ground_detection.176848.csv,trace_events,.csv,88182,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/perception.pointcloud_map_based_roi.176848.csv,202607271054/trace/events/perception.pointcloud_map_based_roi.176848.csv,trace_events,.csv,86129,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/perception.pointcloud_preprocess.176848.csv,202607271054/trace/events/perception.pointcloud_preprocess.176848.csv,trace_events,.csv,84077,-1,2026-07-27T17:23:00+08:00,SKIPPED
