planning_seq,planning_start,planning_pub_time,input_prediction_seq,prediction_timestamp,lidar_timestamp,planning_data_age_ms,planning_interval_ms,trajectory_point_count,first_v,first_a,decision_type
961,1788414584.644727707,1788414584.696660042,963,1788414584.644520760,1788414584431648525,265.011549,122.011900,136,7.458540096,0.160157699,cruise
962,1788414584.742846012,1788414584.794346571,964,1788414584.742613316,1788414584531378019,262.968540,97.686529,136,7.484559209,0.360196933,cruise
963,1788414584.838591099,1788414584.868409872,965,1788414584.838332653,1788414584631453409,236.956358,74.063301,138,7.512183050,0.480430147,cruise
964,1788414584.947935104,1788414584.967358828,966,1788414584.947767019,1788414584731615790,235.743046,98.948956,136,7.598719067,0.040057247,cruise
965,1788414585.051857233,1788414585.092373848,967,1788414585.051631927,1788414584831297212,261.076450,125.015020,136,7.612738797,0.240338205,cruise
966,1788414585.144263983,1788414585.168519735,968,1788414585.144044638,1788414584931721238,236.798525,76.145887,136,7.639970090,0.400348181,cruise
967,1788414585.245073318,1788414585.265274763,969,1788414585.244854689,1788414585031663187,233.611584,96.755028,136,7.696713544,0.532855291,cruise
968,1788414585.344958782,1788414585.361643553,970,1788414585.344387054,1788414585131645779,229.997873,96.368790,136,7.757838934,0.689598456,cruise
969,1788414585.448156595,1788414585.463953495,971,1788414585.447975874,1788414585231121590,232.831717,102.309942,136,7.836874946,0.891153905,cruise
970,1788414585.548183680,1788414585.562881231,972,1788414585.547950029,1788414585331757594,231.123686,98.927736,136,7.912893324,0.629245764,cruise
971,1788414585.648650408,1788414585.662779331,973,1788414585.648416519,1788414585431328004,231.451273,99.898100,136,7.989141859,0.831012690,cruise
972,1788414585.755923510,1788414585.772592068,974,1788414585.748500586,1788414585531091760,241.500378,109.812737,136,8.082243171,0.000000953,cruise
973,1788414585.851908207,1788414585.871321917,975,1788414585.847864866,1788414585631405886,239.916086,98.729849,136,8.092290876,0.200952140,cruise
974,1788414585.944259405,1788414585.962934494,976,1788414585.944091082,1788414585731493532,231.440783,91.612577,136,8.116369570,0.361002423,cruise
975,1788414586.047215939,1788414586.063966274,977,1788414586.046929836,1788414585831912098,232.053995,101.031780,136,8.172476954,0.600741472,cruise
976,1788414586.144421101,1788414586.164197683,978,1788414586.144062042,1788414585931317279,232.880354,100.231409,136,8.228535161,0.760719321,cruise
977,1788414586.248301268,1788414586.264705181,979,1788414586.248060703,1788414586032076358,232.628822,100.507498,136,8.332633546,1.000961114,cruise
978,1788414586.340829134,1788414586.356456995,980,1788414586.340391874,1788414586131201450,225.255489,91.751814,136,8.420711806,1.160986068,cruise
979,1788414586.449870110,1788414586.464408159,981,1788414586.449756384,1788414586231147255,233.260870,107.951164,136,8.574639253,1.373165332,cruise
980,1788414586.548189878,1788414586.563036203,982,1788414586.547940254,1788414586331117546,231.918573,98.628044,136,8.714436384,1.422777281,cruise
981,1788414586.644323111,1788414586.659668922,983,1788414586.644025326,1788414586432212392,227.456331,96.632719,136,8.832749387,1.512593696,cruise
982,1788414586.768213511,1788414586.786751986,984,1788414586.767965794,1788414586531053994,255.697966,127.083063,136,9.046501491,1.534862863,cruise
983,1788414586.864418030,1788414586.884237051,985,1788414586.864174604,1788414586636215825,248.021126,97.485065,136,9.169192647,1.532905393,cruise
984,1788414586.980350494,1788414586.995484114,986,1788414586.980207205,1788414586731315959,264.168262,111.247063,136,9.352600473,1.525182495,cruise
985,1788414587.060222149,1788414587.078015566,987,1788414587.060066223,1788414586831204111,246.811390,82.531452,136,9.474616381,1.525226126,cruise
986,1788414587.150117874,1788414587.164414406,988,1788414587.149804354,1788414586931459143,232.955217,86.398840,136,9.626542837,1.516393828,cruise
987,1788414587.252085209,1788414587.267339706,989,1788414587.251935482,1788414587031304600,236.035109,102.925301,136,9.778009289,1.512935218,cruise
988,1788414587.348362923,1788414587.362419605,990,1788414587.347980022,1788414587131538273,230.881453,95.079899,136,9.929870117,1.523126743,cruise
989,1788414587.444911242,1788414587.461729288,991,1788414587.444625378,1788414587230977516,230.751753,99.309683,136,10.081844531,1.516361550,cruise
990,1788414587.540681362,1788414587.559329510,992,1788414587.540467978,1788414587331287653,228.041887,97.600222,136,10.207614704,1.604525485,cruise
991,1788414587.644198418,1788414587.663094759,993,1788414587.643996954,1788414587431728979,231.365919,103.765249,136,10.371231089,1.656164912,cruise
992,1788414587.742177248,1788414587.762181520,994,1788414587.742019892,1788414587531545233,230.636120,99.086761,136,10.536984295,1.658899206,cruise
993,1788414587.848922968,1788414587.863806725,995,1788414587.848672628,1788414587631763998,232.042789,101.625204,136,10.735454417,1.647233777,cruise
994,1788414587.952359676,1788414587.966798306,996,1788414587.952115774,1788414587731241490,235.556841,102.991581,136,10.899820344,1.640084766,cruise
995,1788414588.049414873,1788414588.067976952,997,1788414588.049238682,1788414587831868040,236.108780,101.178646,136,11.064176455,1.652930382,cruise
996,1788414588.143323183,1788414588.164665699,998,1788414588.142998219,1788414587931649645,233.016253,96.688747,136,11.199720237,1.763242090,cruise
997,1788414588.251376390,1788414588.264433146,999,1788414588.251163721,1788414588031260197,233.172894,99.767447,136,11.410650599,1.753122666,cruise
998,1788414588.355371237,1788414588.369003057,1000,1788414588.355023861,1788414588131878631,237.124443,104.569912,136,11.585396170,1.741788746,cruise
999,1788414588.455574989,1788414588.469319105,1001,1788414588.455375433,1788414588231798628,237.520695,100.316048,136,11.758760533,1.725498527,cruise
1000,1788414588.550738573,1788414588.565486431,1002,1788414588.550597906,1788414588332377583,233.108759,96.167326,111,13.261700738,-0.046337017,cruise
1001,1788414588.656302929,1788414588.675227165,1003,1788414588.656051159,1788414588431687541,243.539810,109.740734,117,13.261700738,-0.046337017,cruise
1002,1788414588.775335789,1788414588.793470144,1004,1788414588.775143147,1788414588532057475,261.412621,118.242979,123,13.261700738,-0.046337017,cruise
1003,1788414588.856166363,1788414588.872756720,1005,1788414588.855921745,1788414588632236631,240.520239,79.286575,127,13.261700738,-0.046337017,cruise
1004,1788414588.958307028,1788414588.972332239,1006,1788414588.958052635,1788414588731111636,241.220474,99.575520,132,13.261700738,-0.046337017,cruise
1005,1788414589.060326576,1788414589.077246904,1007,1788414589.060134172,1788414588831329088,245.917797,104.914665,137,13.261700738,-0.046337017,cruise
1006,1788414589.153501987,1788414589.168194771,1008,1788414589.152987957,1788414588931435933,236.758709,90.947866,138,13.266036319,0.114513651,cruise
1007,1788414589.251378536,1788414589.265659094,1009,1788414589.250979900,1788414589031281484,234.377623,97.464323,136,13.301718156,0.394931521,cruise
1008,1788414589.357280254,1788414589.370926857,1010,1788414589.357030153,1788414589131275446,239.651442,105.267763,137,13.343712677,0.554931521,cruise
1009,1788414589.455470562,1788414589.468002081,1011,1788414589.455157757,1788414589231795415,236.206532,97.075224,137,13.410005830,0.754931521,cruise
1010,1788414589.560025692,1788414589.573130846,1012,1788414589.557153225,1788414589331763170,241.367579,105.128765,137,13.495498982,0.954931521,cruise
1011,1788414589.653273344,1788414589.667175055,1013,1788414589.652896404,1788414589431817489,235.357523,94.044209,137,13.600992134,1.154931521,cruise
1012,1788414589.779341459,1788414589.793177366,1014,1788414589.779034138,1788414589531853531,261.323690,126.002312,138,13.726485286,1.354931521,cruise
1013,1788414590.045028687,1788414590.057909250,1015,1788414590.044658184,1788414589632230815,425.678253,264.731884,136,14.194280120,1.684100790,cruise
1014,1788414590.327827454,1788414590.342607260,1016,1788414590.327203035,1788414589831228298,511.378765,284.698009,139,14.561700381,1.639103055,cruise
1015,1788414590.585467339,1788414590.598733664,1017,1788414590.585134029,1788414590131977818,466.755867,256.126404,136,15.072181255,1.592672956,cruise
1016,1788414590.840445042,1788414590.854898453,1018,1788414590.840125084,1788414590431859445,423.038960,256.164789,139,15.395685183,1.606210160,cruise
1017,1788414591.101470709,1788414591.113247395,1019,1788414591.101152658,1788414590632233552,481.014013,258.348942,136,15.892870252,1.507391678,cruise
1018,1788414591.210376263,1788414591.222707987,1020,1788414591.210134745,1788414590931215694,291.492462,109.460592,136,16.041960066,1.474404592,cruise
1019,1788414591.310414314,1788414591.323555946,1021,1788414591.310092211,1788414591032239065,291.316748,100.847960,136,16.188112010,1.448634301,cruise
1020,1788414591.407329321,1788414591.419056416,1022,1788414591.407045603,1788414591132752552,286.303759,95.500469,136,16.334853606,1.494384877,cruise
1021,1788414591.512356281,1788414591.520337820,1023,1788414591.512165070,1788414591232007920,288.329840,101.281404,95,16.485334645,1.515235895,stop
1022,1788414591.608604193,1788414591.615693569,1024,1788414591.608257055,1788414591331865401,283.828259,95.355749,94,16.635493562,1.487942448,stop
1023,1788414591.708865404,1788414591.717524052,1025,1788414591.708277941,1788414591440699477,276.824713,101.830482,95,16.753176404,1.460891367,stop
1024,1788414591.805693388,1788414591.812854290,1026,1788414591.805367708,1788414591546256867,266.597509,95.330238,97,16.840187349,1.442630415,stop
1025,1788414591.910135746,1788414591.918652058,1027,1788414591.909867525,1788414591645132923,273.519278,105.797768,98,16.954798771,1.419751286,stop
1026,1788414592.009321451,1788414592.016416788,1028,1788414592.008334637,1788414591731937270,284.479618,97.764730,69,16.078814088,-0.078043357,stop
1027,1788414592.112848997,1788414592.121986151,1029,1788414592.112263680,1788414591831359011,290.627241,105.569363,75,16.078814088,-0.078043357,stop
1028,1788414592.216410637,1788414592.223734379,1030,1788414592.216170788,1788414591931692230,292.042017,101.748228,80,16.078814088,-0.078043357,stop
1029,1788414592.308055878,1788414592.315639019,1031,1788414592.307686806,1788414592031708909,283.930063,91.904640,84,16.078814088,-0.078043357,stop
1030,1788414592.408017159,1788414592.414509296,1032,1788414592.405321836,1788414592131532728,282.976389,98.870277,89,16.078814088,-0.078043357,stop
1031,1788414592.519431829,1788414592.526409388,1033,1788414592.519156694,1788414592232149474,294.259787,111.900091,69,14.154210011,-0.063458286,stop
1032,1788414592.613296986,1788414592.621144772,1034,1788414592.613028049,1788414592331412832,289.731979,94.735384,69,13.558697996,-0.055300619,stop
1033,1788414592.729384899,1788414592.737597227,1035,1788414592.728253365,1788414592431803922,305.793285,116.452456,75,13.558697996,-0.055300619,stop
1034,1788414592.833546162,1788414592.842056751,1036,1788414592.833083153,1788414592531457283,310.599566,104.459524,81,13.558697996,-0.055300619,stop
1035,1788414592.935988426,1788414592.943453550,1037,1788414592.935380459,1788414592631604952,311.848640,101.396799,86,13.558697996,-0.055300619,stop
1036,1788414593.052929163,1788414593.061022043,1038,1788414593.052364111,1788414592732003614,329.018354,117.568493,91,13.558697996,-0.055300619,stop
1037,1788414593.158401012,1788414593.164906025,1039,1788414593.155588627,1788414592832574474,332.331657,103.883982,69,11.112127924,0.008102898,stop
1038,1788414593.255151272,1788414593.261540890,1040,1788414593.254824400,1788414592932691186,328.849792,96.634865,69,10.154367988,-0.103859261,stop
1039,1788414593.359928370,1788414593.366645336,1041,1788414593.357387066,1788414593032199811,334.445477,105.104446,75,10.154367988,-0.103859261,stop
1040,1788414593.453492403,1788414593.460478067,1042,1788414593.453204393,1788414593132364228,328.113794,93.832731,79,10.154367988,-0.103859261,stop
1041,1788414593.552066326,1788414593.558543682,1043,1788414593.551805973,1788414593231934075,326.609612,98.065615,84,10.154367988,-0.103859261,stop
1042,1788414593.650019646,1788414593.658453226,1044,1788414593.649760246,1788414593332223989,326.229334,99.909544,89,10.154367988,-0.103859261,stop
1043,1788414593.752683401,1788414593.764072657,1045,1788414593.752370119,1788414593431904575,332.168102,105.619431,94,10.154367988,-0.103859261,stop
1044,1788414593.847733259,1788414593.859131575,1046,1788414593.847424030,1788414593532395925,326.735497,95.058918,69,6.675636350,-0.127014533,stop
1045,1788414593.946598530,1788414593.975759983,1047,1788414593.946209192,1788414593631905900,343.854189,116.628408,69,4.030280042,-1.115160704,stop
1046,1788414594.048748016,1788414594.076275826,1048,1788414594.048336744,1788414593731989319,344.286680,100.515842,75,4.030280042,-1.115160704,stop
1047,1788414594.154500961,1788414594.188512802,1049,1788414594.153974056,1788414593831519920,356.992722,112.236977,80,4.030280042,-1.115160704,stop
1048,1788414594.252776146,1788414594.288858891,1050,1788414594.252524614,1788414593931709764,357.149124,100.346088,85,4.030280042,-1.115160704,stop
1049,1788414594.350835085,1788414594.387676477,1051,1788414594.350360632,1788414594031720830,355.955839,98.817587,90,4.030280042,-1.115160704,stop
1050,1788414594.449862957,1788414594.484633446,1052,1788414594.449600697,1788414594131720011,352.913618,96.956968,95,4.030280042,-1.115160704,stop
1051,1788414594.552454233,1788414594.578809023,1053,1788414594.552201271,1788414594231764047,347.044945,94.175577,100,4.030280042,-1.115160704,stop
1052,1788414594.646147251,1788414594.676186562,1054,1788414594.645863533,1788414594331189835,344.996691,97.377539,69,0.000297601,0.002401209,stop
1053,1788414594.748585939,1788414594.780905247,1055,1788414594.748298407,1788414594431560137,349.344969,104.718685,75,0.000297601,0.002401209,stop
1054,1788414594.844610214,1788414594.876810789,1056,1788414594.844357491,1788414594531810494,345.000267,95.905542,79,0.000297601,0.002401209,stop
1055,1788414594.949120045,1788414594.979890585,1057,1788414594.948842764,1788414594631450796,348.439693,103.079796,85,0.000297601,0.002401209,stop
