timestamp,x,y,speed,acceleration,heading,throttle,brake,steering
1788414545.631554842,-400.621643066,-395.143615723,11.812130361,-0.795245700,2.659635676,0.000000000,14.500000000,-1.552570105
1788414545.731558800,-401.656036377,-394.595825195,11.649995031,-0.796692312,2.652996215,44.395500183,0.000000000,-1.563851357
1788414545.836701155,-402.677642822,-394.046081543,11.589285687,-0.783024056,2.646342342,48.599987030,0.000000000,-1.582201004
1788414545.932127237,-403.693847656,-393.490295410,11.599182977,-0.793094065,2.639665360,51.468963623,0.000000000,-1.589380980
1788414546.031439304,-404.709259033,-392.926055908,11.647571725,-0.781150830,2.632973950,51.513202667,0.000000000,-1.588470101
1788414546.131517887,-405.725860596,-392.352111816,11.710398859,-0.782432606,2.626278588,50.548492432,0.000000000,-1.581290960
1788414546.231895208,-406.744079590,-391.768280029,11.770351357,-0.776206632,2.619586491,47.966144562,0.000000000,-1.573659420
1788414546.331251860,-407.763153076,-391.174926758,11.822496042,-0.785678199,2.612877414,47.731189728,0.000000000,-1.577446222
1788414546.431306839,-408.782409668,-390.572265625,11.867148553,-0.789564552,2.606153192,46.411193848,0.000000000,-1.571507573
1788414546.531997919,-409.801055908,-389.960845947,11.902638773,-0.782621233,2.599429794,45.284019470,0.000000000,-1.564658403
1788414546.631834269,-410.818084717,-389.341033936,11.926891895,-0.799737482,2.592715467,43.417091370,0.000000000,-1.558089018
1788414546.731474638,-411.828338623,-388.716247559,11.819159587,-0.775320180,2.586015436,0.000000000,14.500000000,-1.559009671
1788414546.831677198,-412.820495605,-388.093353271,11.659694447,-0.803838994,2.579333926,45.253025055,0.000000000,-1.576493502
1788414546.931844234,-413.799743652,-387.469299316,11.600095771,-0.801792974,2.572634534,48.182266235,0.000000000,-1.591111541
1788414547.032358646,-414.773040771,-386.839691162,11.605585452,-0.789535153,2.565918689,49.839923859,0.000000000,-1.595443130
1788414547.131942034,-415.744323730,-386.201934814,11.647297317,-0.789885546,2.559190815,51.050315857,0.000000000,-1.597635627
1788414547.231415987,-416.715576172,-385.554870605,11.702264534,-0.780167136,2.552456050,49.005084991,0.000000000,-1.591502190
1788414547.331151962,-417.686828613,-384.898223877,11.755001007,-0.791748454,2.545723216,47.753288269,0.000000000,-1.584618330
1788414547.431985855,-418.657806396,-384.232330322,11.800413557,-0.778305453,2.538995232,46.437259674,0.000000000,-1.577711821
1788414547.531213522,-419.627777100,-383.557556152,11.839747266,-0.776824224,2.532297644,46.483287811,0.000000000,-1.557974935
1788414547.631872416,-420.596069336,-382.874298096,11.873603151,-0.787919951,2.525628566,45.393474579,0.000000000,-1.552778244
1788414547.731639624,-421.562377930,-382.182891846,11.900115328,-0.771459108,2.518961365,44.413295746,0.000000000,-1.553190470
1788414547.830917358,-422.525878906,-381.483703613,11.919215918,-0.798324751,2.512279523,43.597347260,0.000000000,-1.556632161
1788414547.931588173,-423.485992432,-380.777252197,11.931656288,-0.791139552,2.505586766,42.922912598,0.000000000,-1.555030704
1788414548.031922102,-424.438110352,-380.066833496,11.817467365,-0.793695421,2.498893379,0.000000000,14.500000000,-1.560188770
1788414548.131403446,-425.372009277,-379.360198975,11.655325816,-0.801791750,2.492214780,45.126255035,0.000000000,-1.575825334
1788414548.231072664,-426.292846680,-378.653625488,11.596979228,-0.793958462,2.485517233,49.273303986,0.000000000,-1.591551065
1788414548.331779957,-427.207580566,-377.941711426,11.607874822,-0.801979478,2.478799503,50.869197845,0.000000000,-1.597057343
1788414548.431675434,-428.120117188,-377.221618652,11.653552961,-0.779835730,2.472068153,50.785171509,0.000000000,-1.597757220
1788414548.531334400,-429.031860352,-376.491973877,11.708657962,-0.792935742,2.465319274,48.627368927,0.000000000,-1.597227573
1788414548.631676674,-429.942810059,-375.752929688,11.759519256,-0.785433268,2.458563011,47.331809998,0.000000000,-1.590876102
1788414548.731024027,-430.852447510,-375.004730225,11.805319018,-0.790474638,2.451813724,47.265972137,0.000000000,-1.580182672
1788414548.831893206,-431.760467529,-374.247711182,11.845515163,-0.773220669,2.445085506,46.068824768,0.000000000,-1.568425298
1788414548.931531668,-432.665954590,-373.482421875,11.874732749,-0.792276814,2.438375956,43.790870667,0.000000000,-1.562117100
1788414549.031534195,-433.568023682,-372.709686279,11.892126774,-0.782828377,2.431669356,42.935016632,0.000000000,-1.562108874
1788414549.131179571,-434.465972900,-371.930023193,11.904030590,-0.792381824,2.424960894,43.486236572,0.000000000,-1.560827374
1788414549.231319904,-435.355773926,-371.146881104,11.791915204,-0.806861125,2.418263243,0.000000000,14.500000000,-1.560276031
1788414549.331815243,-436.227905273,-370.369018555,11.631140115,-0.773936997,2.411595561,45.700401306,0.000000000,-1.573495626
1788414549.431339979,-437.087036133,-369.592132568,11.572569523,-0.808143374,2.404911064,48.647151947,0.000000000,-1.591856241
1788414549.531793833,-437.939514160,-368.810668945,11.580653483,-0.790902236,2.398200533,50.300502777,0.000000000,-1.599722505
1788414549.631825447,-438.788970947,-368.021331787,11.625581241,-0.781740798,2.391477175,51.445747375,0.000000000,-1.597671390
1788414549.731580496,-439.637207031,-367.222442627,11.686899946,-0.779925053,2.384760511,50.566387177,0.000000000,-1.586575627
1788414549.832119703,-440.484649658,-366.413635254,11.749433297,-0.768838833,2.378057490,49.154808044,0.000000000,-1.577625036
1788414549.933407307,-441.330688477,-365.595153809,11.802024580,-0.784933795,2.371347875,46.426200867,0.000000000,-1.577224255
1788414550.031119823,-442.174560547,-364.767883301,11.840719128,-0.788791797,2.364618338,45.068828583,0.000000000,-1.577605128
1788414550.131828070,-443.015228271,-363.932556152,11.870640938,-0.799590089,2.357881102,45.153789520,0.000000000,-1.571927547
1788414550.231686592,-443.852142334,-363.089782715,11.894649845,-0.788870897,2.351149195,44.274154663,0.000000000,-1.565483570
1788414550.330983639,-444.684875488,-362.239990234,11.912163330,-0.786164920,2.344428742,43.487190247,0.000000000,-1.560892105
1788414550.432104111,-445.512847900,-361.383636475,11.923563374,-0.802007815,2.337713082,42.850166321,0.000000000,-1.559952736
1788414550.531243563,-446.332305908,-360.524688721,11.808812491,-0.787542512,2.331008775,0.000000000,14.500000000,-1.560402155
1788414550.631835938,-447.134429932,-359.672576904,11.646514983,-0.792489486,2.324339761,45.057331085,0.000000000,-1.570575118
1788414550.731492281,-447.923706055,-358.822662354,11.587875820,-0.797659424,2.317658724,49.206501007,0.000000000,-1.588606477
1788414550.831783056,-448.705993652,-357.968627930,11.598377293,-0.798969515,2.310955908,50.819618225,0.000000000,-1.595319629
1788414550.931149721,-449.484741211,-357.106933594,11.643642089,-0.771181925,2.304240537,50.723648071,0.000000000,-1.593673944
1788414551.031211615,-450.261108398,-356.235992432,11.701448536,-0.801014364,2.297515889,49.785305023,0.000000000,-1.591401935
1788414551.131709337,-451.035491943,-355.355499268,11.758742323,-0.781716507,2.290787311,48.393268585,0.000000000,-1.583679795
1788414551.231456041,-451.807495117,-354.465942383,11.805759441,-0.766080665,2.284063056,45.778530121,0.000000000,-1.576068282
1788414551.332335949,-452.576202393,-353.568054199,11.842309520,-0.793646413,2.277337247,45.702346802,0.000000000,-1.573567867
1788414551.431856632,-453.340881348,-352.662689209,11.868490912,-0.785819696,2.270605602,43.500308990,0.000000000,-1.571220756
1788414551.531816006,-454.100769043,-351.750671387,11.886348479,-0.801821916,2.263870772,43.853385925,0.000000000,-1.569757223
1788414551.631385088,-454.855499268,-350.832305908,11.899800809,-0.796740983,2.257135938,43.235412598,0.000000000,-1.566088915
1788414551.740551949,-455.604797363,-349.908111572,11.908617676,-0.787610644,2.250409622,42.679153442,0.000000000,-1.562244296
1788414551.831761122,-456.345184326,-348.982269287,11.792428522,-0.801125653,2.243695990,0.000000000,14.500000000,-1.564710736
1788414551.931770802,-457.068847656,-348.064758301,11.629685786,-0.796030415,2.237001672,45.032772064,0.000000000,-1.582352400
1788414552.031795025,-457.779785156,-347.150573730,11.570792808,-0.803997486,2.230287873,49.187191010,0.000000000,-1.598829269
1788414552.131942749,-458.483551025,-346.232849121,11.581068878,-0.786197162,2.223559088,50.788002014,0.000000000,-1.600695252
1788414552.231217146,-459.182983398,-345.307952881,11.623320244,-0.781255155,2.216831602,49.581775665,0.000000000,-1.596870065
1788414552.331949472,-459.879089355,-344.374328613,11.677624743,-0.789410114,2.210106427,49.853469849,0.000000000,-1.591709018
1788414552.431140900,-460.572204590,-343.431518555,11.734151005,-0.778895076,2.203381443,48.572353363,0.000000000,-1.585129261
1788414552.531322718,-461.262207031,-342.479766846,11.784888260,-0.774067463,2.196662771,47.151576996,0.000000000,-1.577059031
1788414552.631132603,-461.948547363,-341.519805908,11.826321428,-0.776027188,2.189942410,45.790500641,0.000000000,-1.574523687
1788414552.731127977,-462.630493164,-340.552215576,11.857715203,-0.802223692,2.183204765,44.637798309,0.000000000,-1.577825427
1788414552.832623959,-463.307373047,-339.578033447,11.876868927,-0.793602109,2.176454888,42.510791779,0.000000000,-1.574628830
1788414552.932136536,-463.978515625,-338.598236084,11.887498958,-0.790618075,2.169712210,43.004573822,0.000000000,-1.567388296
1788414553.032767296,-464.643463135,-337.613220215,11.894239725,-0.801850706,2.162980843,42.488018036,0.000000000,-1.564808607
1788414553.131666422,-465.302032471,-336.623382568,11.897189047,-0.795889605,2.156251198,42.077724457,0.000000000,-1.565626502
1788414553.231368780,-465.951232910,-335.633209229,11.776727742,-0.807270081,2.149531171,0.000000000,14.500000000,-1.568192244
1788414553.332197905,-466.584533691,-334.653106689,11.612235896,-0.780189531,2.142844035,44.631732941,0.000000000,-1.578074932
1788414553.431773424,-467.205413818,-333.677734375,11.551272010,-0.798038431,2.136149273,48.810241699,0.000000000,-1.595173597
1788414553.531112909,-467.818664551,-332.699707031,11.559055188,-0.794723590,2.129438062,50.478870392,0.000000000,-1.600376725
1788414553.631233215,-468.426818848,-331.715148926,11.599295534,-0.774102228,2.122728552,49.471218109,0.000000000,-1.593566656
1788414553.731710434,-469.030761719,-330.722381592,11.652309458,-0.784367240,2.116026145,49.740085602,0.000000000,-1.588255405
1788414553.831471920,-469.631011963,-329.720886230,11.707866545,-0.766388614,2.109311945,48.457328796,0.000000000,-1.589814186
1788414553.931712866,-470.227172852,-328.710784912,11.757853673,-0.791993437,2.102572498,47.062229156,0.000000000,-1.590787768
1788414554.031266928,-470.818786621,-327.692840576,11.798788318,-0.789006520,2.095822441,45.731590271,0.000000000,-1.583592772
1788414554.131221533,-471.405212402,-326.667938232,11.826923682,-0.791662439,2.089082668,43.410583496,0.000000000,-1.574515224
1788414554.232098579,-471.985900879,-325.637268066,11.845288076,-0.784786046,2.082355963,43.700077057,0.000000000,-1.569113493
1788414554.331187010,-472.560455322,-324.601348877,11.858443544,-0.787368416,2.075635114,43.060775757,0.000000000,-1.567495942
1788414554.431025743,-473.128570557,-323.560699463,11.866569069,-0.788786548,2.068918523,42.495010376,0.000000000,-1.565300465
1788414554.532314301,-473.690002441,-322.515808105,11.870182438,-0.790951734,2.062204457,42.035354614,0.000000000,-1.564475298
1788414554.631601334,-474.242187500,-321.471374512,11.750149432,-0.796787812,2.055505069,0.000000000,14.500000000,-1.565189600
1788414554.731220007,-474.779449463,-320.438507080,11.586084832,-0.780596137,2.048840835,44.538509369,0.000000000,-1.575761676
1788414554.831581593,-475.304840088,-319.411529541,11.522357446,-0.799639552,2.042171643,47.572998047,0.000000000,-1.591568232
1788414554.931325197,-475.822204590,-318.383087158,11.526200506,-0.778992603,2.035491601,50.428325653,0.000000000,-1.595000029
1788414555.031371117,-476.333770752,-317.348815918,11.566130036,-0.784604369,2.028808323,50.076984406,0.000000000,-1.593583465
1788414555.131455183,-476.840545654,-316.306823730,11.616147948,-0.765601433,2.022126956,48.039985657,0.000000000,-1.587364078
1788414555.232278824,-477.342437744,-315.256988525,11.665773124,-0.774212385,2.015444990,48.001216888,0.000000000,-1.583031178
1788414555.331627846,-477.839416504,-314.199615479,11.708757076,-0.766352007,2.008758282,45.588157654,0.000000000,-1.579789877
1788414555.432029247,-478.330902100,-313.135559082,11.743437610,-0.776220916,2.002070814,45.563888550,0.000000000,-1.573812246
1788414555.531385899,-478.816680908,-312.065429688,11.771767845,-0.775669903,1.995389889,44.538463593,0.000000000,-1.567786574
1788414555.632428885,-479.296264648,-310.989746094,11.796056348,-0.778693852,1.988713631,44.935028076,0.000000000,-1.564290524
1788414555.731132507,-479.769683838,-309.908752441,11.817587325,-0.786343051,1.982042298,44.236743927,0.000000000,-1.560643554
1788414555.831238747,-480.236541748,-308.822998047,11.831652024,-0.786143346,1.975374565,42.364986420,0.000000000,-1.558376074
1788414555.931486368,-480.696624756,-307.733184814,11.840064226,-0.782838871,1.968702443,42.978641510,0.000000000,-1.559893966
1788414556.031973124,-481.147827148,-306.644226074,11.725575448,-0.792389396,1.962029019,0.000000000,14.500000000,-1.565700412
1788414556.131583691,-481.585388184,-305.567810059,11.564156063,-0.789890324,1.955368249,44.222415924,0.000000000,-1.581711292
1788414556.231771469,-482.011810303,-304.498107910,11.505812612,-0.791145105,1.948689605,49.517528534,0.000000000,-1.597567439
1788414556.331863642,-482.430419922,-303.427093506,11.515209497,-0.779974323,1.941994380,50.037216187,0.000000000,-1.601483822
1788414556.433207035,-482.842926025,-302.350372314,11.559785740,-0.780893650,1.935290731,51.249652863,0.000000000,-1.600081086
1788414556.531076431,-483.250091553,-301.265686035,11.620602427,-0.770162990,1.928580592,50.491851807,0.000000000,-1.596475244
1788414556.631115675,-483.652130127,-300.172485352,11.682774982,-0.777621558,1.921861460,49.034748077,0.000000000,-1.592061877
1788414556.732537508,-484.048828125,-299.071136475,11.736908188,-0.788971804,1.915129472,47.043296814,0.000000000,-1.590094209
1788414556.831261873,-484.439727783,-297.962585449,11.781335227,-0.781017424,1.908383946,46.386032104,0.000000000,-1.586424232
1788414556.931875229,-484.824523926,-296.847656250,11.817268131,-0.781569248,1.901641507,45.314178467,0.000000000,-1.577332377
1788414557.032517672,-485.202850342,-295.727203369,11.845510794,-0.791311474,1.894900410,44.687141418,0.000000000,-1.575990915
1788414557.131717443,-485.574371338,-294.601898193,11.866715104,-0.799018453,1.888145202,43.780113220,0.000000000,-1.579810619
1788414557.231899977,-485.937438965,-293.477142334,11.759769842,-0.793874792,1.881379780,0.000000000,14.500000000,-1.584678292
1788414557.331663847,-486.287963867,-292.365539551,11.601437460,-0.799783928,1.874632748,45.620189667,0.000000000,-1.596482635
1788414557.432233334,-486.627838135,-291.261199951,11.546117500,-0.806958603,1.867866100,49.597599030,0.000000000,-1.615127921
1788414557.531848431,-486.959564209,-290.156250000,11.546119154,-0.812014784,1.861068634,45.588573456,0.000000000,-1.625318646
1788414557.631283998,-487.284057617,-289.047821045,11.569605346,-0.789758869,1.854245319,48.359344482,0.000000000,-1.629641056
1788414557.732447386,-487.601989746,-287.933746338,11.614927070,-0.792654230,1.847404576,50.509197235,0.000000000,-1.628607750
1788414557.831652164,-487.913665771,-286.812408447,11.671448991,-0.794941820,1.840554274,49.407005310,0.000000000,-1.623374820
1788414557.931249619,-488.217956543,-285.688385010,11.600528196,-0.782233226,1.833706324,0.000000000,14.500000000,-1.621704698
1788414558.031039715,-488.511169434,-284.575653076,11.460321827,-0.785508838,1.826877507,49.626884460,0.000000000,-1.633319616
1788414558.131320000,-488.794494629,-283.468811035,11.428238128,-0.817852083,1.820023636,54.347461700,0.000000000,-1.652121782
1788414558.231753826,-489.070678711,-282.357910156,11.489896162,-0.790806796,1.813142750,62.254470825,0.000000000,-1.653764963
1788414558.331050158,-489.341278076,-281.236145020,11.592929944,-0.807582985,1.806250749,54.486389160,0.000000000,-1.645387650
1788414558.431123734,-489.606903076,-280.102416992,11.700263562,-0.713585407,1.799571497,55.885993958,0.000000000,-1.522106171
1788414558.532241821,-489.867462158,-278.956390381,11.805907174,-0.744676851,1.792984728,53.592670441,0.000000000,-1.555340409
1788414558.631700993,-490.122222900,-277.798828125,11.901737090,-0.854059202,1.786112914,52.368934631,0.000000000,-1.682643771
1788414558.731486797,-490.370758057,-276.630889893,11.981325573,-0.867704648,1.779031971,49.024852753,0.000000000,-1.660715222
1788414558.831431627,-490.612579346,-275.454345703,12.046513677,-0.852289472,1.771913917,49.164928436,0.000000000,-1.646174908
1788414558.932214022,-490.847320557,-274.270294189,12.100950114,-0.825114359,1.764811317,47.377830505,0.000000000,-1.628640652
1788414559.031591892,-491.074584961,-273.080169678,12.136759704,-0.847979573,1.757734701,43.597476959,0.000000000,-1.618464708
1788414559.131451368,-491.294097900,-271.885345459,12.172302235,-0.839428736,1.750678450,49.750072479,0.000000000,-1.611121893
1788414559.231779099,-491.506134033,-270.684234619,12.231857287,-0.843312890,1.743656350,53.771877289,0.000000000,-1.593332767
1788414559.330958843,-491.710784912,-269.474487305,12.312766677,-0.894720889,1.736493305,54.683494568,0.000000000,-1.671146393
1788414559.430988312,-491.908142090,-268.254577637,12.405880750,-0.889724842,1.729273529,55.159698486,0.000000000,-1.623256326
1788414559.531233311,-492.097534180,-267.029205322,12.363423340,-0.861588132,1.722142533,0.000000000,14.500000000,-1.588259220
1788414559.631127357,-492.276641846,-265.814788818,12.227700293,-0.836826020,1.715090784,47.299808502,0.000000000,-1.592293382
1788414559.731584549,-492.445892334,-264.608245850,12.168881686,-0.870330225,1.708090150,43.740402222,0.000000000,-1.584257007
1788414559.831977129,-492.606445312,-263.403106689,12.170143626,-0.823046456,1.701159063,52.550136566,0.000000000,-1.568490267
1788414559.931293726,-492.758972168,-262.193328857,12.231431557,-0.837267833,1.694317065,57.608032227,0.000000000,-1.542719483
1788414560.031109333,-492.904327393,-260.973663330,12.340345137,-0.813187815,1.687542801,61.334293365,0.000000000,-1.528688550
1788414560.131302834,-493.042633057,-259.740051270,12.485663042,-0.872732731,1.680640170,63.974594116,0.000000000,-1.596252799
1788414560.231249094,-493.174102783,-258.489898682,12.647405192,-0.861335578,1.673704434,62.202495575,0.000000000,-1.535910368
1788414560.331362247,-493.298217773,-257.228515625,12.658864861,-0.818022517,1.666890973,0.000000000,14.500000000,-1.486776948
1788414560.431413651,-493.413360596,-255.975311279,12.543611138,-0.797769959,1.660207182,44.788719177,0.000000000,-1.468866587
1788414560.532190800,-493.519561768,-254.728607178,12.511532528,-0.808897493,1.653623912,52.690879822,0.000000000,-1.448412299
1788414560.631356239,-493.617736816,-253.479705811,12.560491847,-0.799715261,1.647180567,58.770210266,0.000000000,-1.408030272
1788414560.731843233,-493.708587646,-252.221755981,12.669702336,-0.764534689,1.640870786,62.733589172,0.000000000,-1.381149411
1788414560.831830263,-493.792480469,-250.949890137,12.819899623,-0.751299899,1.634706931,64.709510803,0.000000000,-1.332381964
1788414560.931411028,-493.869689941,-249.661071777,12.994801121,-0.737150165,1.628691585,65.612846375,0.000000000,-1.290889978
1788414561.031981707,-493.940429688,-248.353668213,13.178134153,-0.695935107,1.622905742,64.345474243,0.000000000,-1.204932809
1788414561.131328821,-494.004760742,-247.027725220,13.357109988,-0.695575417,1.617300789,63.026660919,0.000000000,-1.176074624
1788414561.231477976,-494.062591553,-245.683700562,13.534326333,-0.693685603,1.611806132,64.419532776,0.000000000,-1.143215537
1788414561.331950903,-494.113891602,-244.321716309,13.709590454,-0.698507379,1.606408299,63.165039062,0.000000000,-1.108557582
1788414561.431051254,-494.158782959,-242.942428589,13.872445509,-0.667050947,1.601139391,60.553443909,0.000000000,-1.062137842
1788414561.531276464,-494.196868896,-241.547332764,14.024720440,-0.714494381,1.595890063,61.110378265,0.000000000,-1.082993507
1788414561.631744862,-494.228240967,-240.137161255,14.170943119,-0.684754897,1.590720910,60.282016754,0.000000000,-1.021164179
1788414561.732082367,-494.252929688,-238.712570190,14.310112062,-0.661385371,1.585749103,59.623897552,0.000000000,-0.962464035
1788414561.831602097,-494.271057129,-237.274368286,14.441888590,-0.613847116,1.581020046,58.849491119,0.000000000,-0.900935411
1788414561.931172371,-494.282806396,-235.823135376,14.571660062,-0.597447587,1.576543853,59.995292664,0.000000000,-0.843890667
1788414562.031242132,-494.288421631,-234.358917236,14.699232549,-0.561965908,1.572317855,58.760665894,0.000000000,-0.788673639
1788414562.131462097,-494.288116455,-232.882369995,14.817521145,-0.551967521,1.568332213,57.168556213,0.000000000,-0.738829613
1788414562.230997562,-494.282135010,-231.394561768,14.927113799,-0.508006990,1.564589060,57.042087555,0.000000000,-0.685795069
1788414562.331099510,-494.270690918,-229.896286011,15.027335355,-0.494774221,1.561033789,55.422233582,0.000000000,-0.660462558
1788414562.431605816,-494.253967285,-228.388992310,15.108003667,-0.473138380,1.557698910,51.750000000,0.000000000,-0.598229289
1788414562.531672716,-494.232482910,-226.874588013,15.176582211,-0.408445155,1.554655120,53.581680298,0.000000000,-0.532297671
1788414562.631870985,-494.206604004,-225.353866577,15.233787424,-0.373092327,1.551928105,50.126163483,0.000000000,-0.466775209
1788414562.731520176,-494.176696777,-223.828186035,15.280573954,-0.324281139,1.549508945,51.154960632,0.000000000,-0.411820590
1788414562.831606388,-494.143188477,-222.298171997,15.321292352,-0.289912606,1.547390179,49.830276489,0.000000000,-0.352945447
1788414562.931905270,-494.106506348,-220.764541626,15.356220999,-0.250832810,1.545559158,49.897270203,0.000000000,-0.300707459
1788414563.031354666,-494.067108154,-219.227752686,15.385509983,-0.206418569,1.544007896,48.834739685,0.000000000,-0.247660026
1788414563.132075071,-494.025390625,-217.688140869,15.416933984,-0.172003159,1.542736124,51.223365784,0.000000000,-0.194208488
1788414563.231462002,-493.981811523,-216.144958496,15.455653545,-0.119772567,1.541727862,51.459259033,0.000000000,-0.147878990
1788414563.331156969,-493.936737061,-214.597961426,15.491861265,-0.088553972,1.540983786,49.509651184,0.000000000,-0.094840907
1788414563.430931807,-493.890533447,-213.047607422,15.525796777,-0.049595048,1.540492711,50.745666504,0.000000000,-0.051721301
1788414563.531778812,-493.843627930,-211.493865967,15.559733993,-0.014676038,1.540236659,50.115863800,0.000000000,-0.009548118
1788414563.631160259,-493.796386719,-209.936767578,15.593063906,0.025318072,1.540198720,50.489212036,0.000000000,0.028689729
1788414563.731189013,-493.749084473,-208.376693726,15.617265085,0.044109565,1.540372368,47.328346252,0.000000000,0.067657374
1788414563.831864834,-493.702026367,-206.815017700,15.628041357,0.070004353,1.540739759,46.762451172,0.000000000,0.100007199
1788414563.931441069,-493.655639648,-205.252624512,15.632687638,0.102058302,1.541292769,47.049236298,0.000000000,0.135000184
1788414564.032186985,-493.610198975,-203.690002441,15.631836782,0.130665634,1.542013422,45.853057861,0.000000000,0.161591947
1788414564.131834507,-493.565979004,-202.127746582,15.625567870,0.153892574,1.542872956,45.771255493,0.000000000,0.183018938
1788414564.231304646,-493.523101807,-200.565994263,15.623793788,0.158495106,1.543873771,48.052402496,0.000000000,0.213098198
1788414564.331219673,-493.481903076,-199.003997803,15.627011997,0.195547650,1.545002687,47.249420166,0.000000000,0.230940729
1788414564.432269812,-493.442443848,-197.441436768,15.634643136,0.191232676,1.546221752,48.679225922,0.000000000,0.241761208
1788414564.531335831,-493.404785156,-195.877929688,15.642593545,0.192222441,1.547469713,47.041923523,0.000000000,0.234150171
1788414564.632266283,-493.369171143,-194.313842773,15.647085748,0.216214426,1.548767206,47.196311951,0.000000000,0.256276339
1788414564.731035709,-493.335571289,-192.749374390,15.648967111,0.215754744,1.550132742,46.689109802,0.000000000,0.267054409
1788414564.831633806,-493.304138184,-191.184890747,15.646006692,0.225006468,1.551546345,45.858150482,0.000000000,0.271435708
1788414564.931395769,-493.274871826,-189.620635986,15.644621313,0.229585182,1.552990308,47.701133728,0.000000000,0.275368184
1788414565.031433821,-493.247894287,-188.056396484,15.644350216,0.224908577,1.554440133,46.370525360,0.000000000,0.271081507
1788414565.131115198,-493.223114014,-186.492324829,15.641189469,0.214714586,1.555857067,46.330867767,0.000000000,0.257510960
1788414565.231369972,-493.200500488,-184.928604126,15.636147871,0.204488827,1.557215676,46.128349304,0.000000000,0.244171962
1788414565.331225395,-493.179901123,-183.365386963,15.632561534,0.194371469,1.558519026,47.020778656,0.000000000,0.236332297
1788414565.431366205,-493.161315918,-181.802352905,15.630140998,0.184781931,1.559766051,46.480983734,0.000000000,0.223714903
1788414565.531733036,-493.144714355,-180.239700317,15.624741777,0.189597170,1.560955285,45.764980316,0.000000000,0.214187771
1788414565.631646633,-493.129913330,-178.677749634,15.616004715,0.164394230,1.562076074,45.630393982,0.000000000,0.197312117
1788414565.731695175,-493.116760254,-177.116973877,15.601058550,0.144109247,1.563087938,44.111263275,0.000000000,0.168964669
1788414565.831332684,-493.105133057,-175.558059692,15.579417493,0.133720353,1.563988081,43.918956757,0.000000000,0.151862606
1788414565.932435513,-493.094818115,-174.001342773,15.559152324,0.103672925,1.564772779,45.399433136,0.000000000,0.126785278
1788414566.031806469,-493.085723877,-172.446655273,15.535932565,0.093889969,1.565420992,42.989051819,0.000000000,0.098244563
1788414566.131676912,-493.077514648,-170.894622803,15.507818239,0.063726297,1.565946965,43.641059875,0.000000000,0.080358125
