record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,decision_scope,decision_json
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541872430187,1783598541.87243,/apollo/planning,apollo.planning.ADCTrajectory,1783598541.871664,254,254,planning,1783598541618532002,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541947553006,1783598541.947553,/apollo/planning,apollo.planning.ADCTrajectory,1783598541.9468846,255,255,planning,1783598541718447022,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542026476225,1783598542.0264764,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.0258708,256,256,planning,1783598541818325986,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542111134077,1783598542.111134,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.1103811,257,257,planning,1783598541918539053,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542196303872,1783598542.1963038,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.195484,258,258,planning,1783598542018658358,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542267610546,1783598542.2676105,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.2660737,259,259,planning,1783598542119242510,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542357304303,1783598542.3573043,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.3565054,260,260,planning,1783598542218344993,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542465443257,1783598542.4654434,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.464553,261,261,planning,1783598542318808189,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542564410253,1783598542.5644104,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.5633194,262,262,planning,1783598542418509056,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542671039811,1783598542.6710398,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.6702766,263,263,planning,1783598542518449238,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542774091371,1783598542.7740912,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.7728393,264,264,planning,1783598542618335724,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542868432100,1783598542.868432,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.8676236,265,265,planning,1783598542718216881,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542963845226,1783598542.963845,/apollo/planning,apollo.planning.ADCTrajectory,1783598542.9630308,266,266,planning,1783598542818296495,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543071844594,1783598543.0718446,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.070873,267,267,planning,1783598542918458182,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543163974958,1783598543.163975,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.1631882,268,268,planning,1783598543018377768,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543266765331,1783598543.2667654,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.2659218,269,269,planning,1783598543118690915,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543390449380,1783598543.3904495,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.3896272,270,270,planning,1783598543218313329,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543482586528,1783598543.4825866,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.481764,271,271,planning,1783598543318450418,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543571139791,1783598543.5711398,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.5703762,272,272,planning,1783598543418543711,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543654608988,1783598543.654609,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.6538303,273,273,planning,1783598543518494957,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_OBSTACLE"",
    ""reason"": ""stop by 97"",
    ""stop_point"": {
      ""x"": 156.34665147013243,
      ""y"": -133.41185462214375
    },
    ""stop_heading"": -0.0015611489566736937,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543759964578,1783598543.7599647,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.759266,274,274,planning,1783598543618447514,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_OBSTACLE"",
    ""reason"": ""stop by 97"",
    ""stop_point"": {
      ""x"": 157.3617584422975,
      ""y"": -133.41351704269738
    },
    ""stop_heading"": -0.0017327796711026932,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543894992612,1783598543.8949926,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.8941574,275,275,planning,1783598543719190025,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543969214811,1783598543.9692147,/apollo/planning,apollo.planning.ADCTrajectory,1783598543.9683397,276,276,planning,1783598543818468788,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544075361003,1783598544.075361,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.074197,277,277,planning,1783598543918579434,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544170695728,1783598544.1706958,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.1696322,278,278,planning,1783598544018410474,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544265099818,1783598544.2650998,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.264192,279,279,planning,1783598544118417413,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544363683929,1783598544.363684,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.3628325,280,280,planning,1783598544218444041,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544483116755,1783598544.4831169,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.4823656,281,281,planning,1783598544318489532,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544561773474,1783598544.5617735,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.560965,282,282,planning,1783598544418714477,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544663350904,1783598544.6633508,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.6625226,283,283,planning,1783598544518407146,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544767743473,1783598544.7677436,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.76659,284,284,planning,1783598544618343028,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544863657886,1783598544.863658,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.8627179,285,285,planning,1783598544718398620,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598544960140658,1783598544.9601405,/apollo/planning,apollo.planning.ADCTrajectory,1783598544.9593475,286,286,planning,1783598544818444642,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545058997925,1783598545.058998,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.0582502,287,287,planning,1783598544919368585,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545174522317,1783598545.1745224,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.1732244,288,288,planning,1783598545018448140,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545272649846,1783598545.2726498,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.271913,289,289,planning,1783598545118560022,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545371313862,1783598545.3713138,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.370563,290,290,planning,1783598545218649251,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545458180479,1783598545.4581804,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.457307,291,291,planning,1783598545318468450,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545561373545,1783598545.5613735,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.5606277,292,292,planning,1783598545418464556,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545664816982,1783598545.6648169,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.66394,293,293,planning,1783598545518526796,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545763212035,1783598545.763212,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.762347,294,294,planning,1783598545618867956,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545863555401,1783598545.8635554,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.862593,295,295,planning,1783598545718609113,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598545959134481,1783598545.9591346,/apollo/planning,apollo.planning.ADCTrajectory,1783598545.9581306,296,296,planning,1783598545818685998,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546055752711,1783598546.0557528,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.0551286,297,297,planning,1783598545918580709,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546166062284,1783598546.1660624,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.1652744,298,298,planning,1783598546018529842,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546263410796,1783598546.2634108,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.262597,299,299,planning,1783598546118374834,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546400227236,1783598546.4002273,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.3995302,300,300,planning,1783598546218651382,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546454761119,1783598546.4547613,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.454011,301,301,planning,1783598546318474248,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546559432636,1783598546.5594327,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.558489,302,302,planning,1783598546418560325,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546672949195,1783598546.6729493,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.6720824,303,303,planning,1783598546518465951,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546777520902,1783598546.777521,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.776163,304,304,planning,1783598546618530796,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546884116764,1783598546.8841166,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.8833148,305,305,planning,1783598546718452671,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598546964977160,1783598546.9649773,/apollo/planning,apollo.planning.ADCTrajectory,1783598546.964198,306,306,planning,1783598546818559850,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547058512438,1783598547.0585124,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.0578697,307,307,planning,1783598546918401088,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547165076556,1783598547.1650765,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.164395,308,308,planning,1783598547018430386,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547258663451,1783598547.2586634,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.2580388,309,309,planning,1783598547118601046,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547389528391,1783598547.3895283,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.3887498,310,310,planning,1783598547218516486,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547463996705,1783598547.4639966,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.4633536,311,311,planning,1783598547318581892,0,0,main,"{
  ""cruise"": {
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547583871809,1783598547.5838718,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.5830312,312,312,planning,1783598547418469080,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.7086454605263,
      ""y"": -133.5142223591522
    },
    ""stop_heading"": -0.0004467936074993195,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547671961802,1783598547.6719618,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.671259,313,313,planning,1783598547518510816,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.6785899004947,
      ""y"": -133.51420893021782
    },
    ""stop_heading"": -0.0004467937269751123,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547772232206,1783598547.7722323,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.7713616,314,314,planning,1783598547618503206,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.6477009190211,
      ""y"": -133.51419512945424
    },
    ""stop_heading"": -0.00044679365762014965,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547871396357,1783598547.8713963,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.8704286,315,315,planning,1783598547718468864,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.6419315135565,
      ""y"": -133.51419255165408
    },
    ""stop_heading"": -0.0004467936646145766,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598547977263249,1783598547.9772635,/apollo/planning,apollo.planning.ADCTrajectory,1783598547.9762704,316,316,planning,1783598547818575370,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.63871220713054,
      ""y"": -133.49624136244688
    },
    ""stop_heading"": 0.0009951205431376331,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598548058703781,1783598548.058704,/apollo/planning,apollo.planning.ADCTrajectory,1783598548.058051,317,317,planning,1783598547918420525,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.6386056489055,
      ""y"": -133.45312655019876
    },
    ""stop_heading"": 0.005345847032332764,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598548156172197,1783598548.1561723,/apollo/planning,apollo.planning.ADCTrajectory,1783598548.155517,318,318,planning,1783598548018539078,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.77209812500257,
      ""y"": -133.38024655941473
    },
    ""stop_heading"": 0.014765576707227238,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598548257612665,1783598548.2576125,/apollo/planning,apollo.planning.ADCTrajectory,1783598548.256211,319,319,planning,1783598548118459940,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.6366257990719,
      ""y"": -133.29467284084888
    },
    ""stop_heading"": 0.027197000359232348,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598548364922808,1783598548.3649228,/apollo/planning,apollo.planning.ADCTrajectory,1783598548.3643076,320,320,planning,1783598548218600135,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.6348153291035,
      ""y"": -133.49458117819037
    },
    ""stop_heading"": 0.04781309241735022,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598548464201872,1783598548.464202,/apollo/planning,apollo.planning.ADCTrajectory,1783598548.463428,321,321,planning,1783598548318459013,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.6325280060647,
      ""y"": -133.68429323447032
    },
    ""stop_heading"": 0.05995925084729594,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598548571529103,1783598548.5715292,/apollo/planning,apollo.planning.ADCTrajectory,1783598548.570436,322,322,planning,1783598548418883143,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.63438352533603,
      ""y"": -133.76625708999336
    },
    ""stop_heading"": 0.052100636099089125,
    ""change_lane_type"": ""FORWARD""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598548662029974,1783598548.66203,/apollo/planning,apollo.planning.ADCTrajectory,1783598548.6613462,323,323,planning,1783598548518519304,0,0,main,"{
  ""stop"": {
    ""reason_code"": ""STOP_REASON_SIGNAL"",
    ""reason"": ""stop by TL_signal_4_387"",
    ""stop_point"": {
      ""x"": 323.63540999933196,
      ""y"": -133.80410763855966
    },
    ""stop_heading"": 0.040702036370370925,
    ""change_lane_type"": ""FORWARD""
  }
}"
