record_time_sec,module,sequence_num,abnormal_reason
1783596802.6560636,control,14399,brake_gt_10
1783596803.3760958,control,14471,brake_gt_10
1783596803.4764485,control,14481,brake_gt_10
1783596803.486397,control,14482,brake_gt_10
1783596803.4963052,control,14483,brake_gt_10
1783596803.5067494,control,14484,brake_gt_10
1783596803.5162234,control,14485,brake_gt_10
1783596803.5263836,control,14486,brake_gt_10
1783596803.5364978,control,14487,brake_gt_10
1783596803.5463123,control,14488,brake_gt_10
1783596803.5560288,control,14489,brake_gt_10
1783596803.57719,control,14491,brake_gt_10
1783596803.586539,control,14492,brake_gt_10
1783596803.600393,control,14493,brake_gt_10
1783596803.6168125,control,14495,brake_gt_10
1783596804.1662748,control,14550,brake_gt_10
1783596804.1762114,control,14551,brake_gt_10
1783596804.1862001,control,14552,brake_gt_10
1783596804.1964402,control,14553,brake_gt_10
1783596804.206287,control,14554,brake_gt_10
1783596804.2164187,control,14555,brake_gt_10
1783596804.2765334,control,14561,brake_gt_10
1783596804.2866044,control,14562,brake_gt_10
1783596804.2963605,control,14563,brake_gt_10
1783596804.3072557,control,14564,brake_gt_10
1783596804.3166692,control,14565,brake_gt_10
1783596804.3265624,control,14566,brake_gt_10
1783596804.3366406,control,14567,brake_gt_10
1783596804.3466089,control,14568,brake_gt_10
1783596804.3571565,control,14569,brake_gt_10
1783596804.376547,control,14571,brake_gt_10
1783596804.3866537,control,14572,brake_gt_10
1783596804.397734,control,14573,brake_gt_10
1783596804.4084303,control,14574,brake_gt_10
1783596804.416488,control,14575,brake_gt_10
1783596804.4274223,control,14576,brake_gt_10
1783596804.4392953,control,14577,brake_gt_10
1783596804.4470723,control,14578,brake_gt_10
1783596804.4572003,control,14579,brake_gt_10
1783596805.166563,control,14650,brake_gt_10
1783596805.176612,control,14651,brake_gt_10
1783596805.1865306,control,14652,brake_gt_10
1783596805.1967528,control,14653,brake_gt_10
1783596805.236758,control,14657,brake_gt_10
1783596805.2462957,control,14658,brake_gt_10
1783596805.256521,control,14659,brake_gt_10
1783596805.2664175,control,14660,brake_gt_10
1783596805.276331,control,14661,brake_gt_10
1783596805.2869217,control,14662,brake_gt_10
1783596805.2975504,control,14663,brake_gt_10
1783596805.309112,control,14664,brake_gt_10
1783596805.3164666,control,14665,brake_gt_10
1783596805.3266351,control,14666,brake_gt_10
1783596805.337476,control,14667,brake_gt_10
1783596805.3484285,control,14668,brake_gt_10
1783596805.356495,control,14669,brake_gt_10
1783596805.8068688,control,14714,brake_gt_10
1783596805.8163116,control,14715,brake_gt_10
1783596805.826418,control,14716,brake_gt_10
1783596805.8361738,control,14717,brake_gt_10
1783596805.846407,control,14718,brake_gt_10
1783596805.8561125,control,14719,brake_gt_10
1783596805.8662937,control,14720,brake_gt_10
1783596805.876353,control,14721,brake_gt_10
1783596805.8864815,control,14722,brake_gt_10
1783596805.896415,control,14723,brake_gt_10
1783596805.9062629,control,14724,brake_gt_10
1783596805.91609,control,14725,brake_gt_10
1783596805.9261796,control,14726,brake_gt_10
1783596805.9365234,control,14727,brake_gt_10
1783596805.9461038,control,14728,brake_gt_10
1783596805.9566853,control,14729,brake_gt_10
1783596805.967155,control,14730,brake_gt_10
1783596805.9763577,control,14731,brake_gt_10
1783596805.9869883,control,14732,brake_gt_10
1783596805.9967158,control,14733,brake_gt_10
1783596806.006338,control,14734,brake_gt_10
1783596806.016113,control,14735,brake_gt_10
1783596806.02621,control,14736,brake_gt_10
1783596806.0360546,control,14737,brake_gt_10
1783596806.0462353,control,14738,brake_gt_10
1783596806.056045,control,14739,brake_gt_10
1783596807.5763533,control,14891,brake_gt_10
1783596807.5863013,control,14892,brake_gt_10
1783596807.5963967,control,14893,brake_gt_10
1783596807.6074119,control,14894,brake_gt_10
1783596807.6185193,control,14895,brake_gt_10
1783596807.6261046,control,14896,brake_gt_10
1783596807.6364465,control,14897,brake_gt_10
1783596807.6463275,control,14898,brake_gt_10
1783596807.6563182,control,14899,brake_gt_10
1783596807.6663249,control,14900,brake_gt_10
1783596807.676314,control,14901,brake_gt_10
1783596807.686146,control,14902,brake_gt_10
1783596807.6972132,control,14903,brake_gt_10
1783596807.7086058,control,14904,brake_gt_10
1783596807.7168763,control,14905,brake_gt_10
1783596807.7263076,control,14906,brake_gt_10
1783596807.7363343,control,14907,brake_gt_10
1783596807.7466476,control,14908,brake_gt_10
1783596807.7565272,control,14909,brake_gt_10
1783596807.766576,control,14910,brake_gt_10
1783596807.7762022,control,14911,brake_gt_10
1783596807.7869387,control,14912,brake_gt_10
1783596807.796647,control,14913,brake_gt_10
1783596807.8068688,control,14914,brake_gt_10
1783596807.8166866,control,14915,brake_gt_10
1783596807.826269,control,14916,brake_gt_10
1783596807.841127,control,14917,brake_gt_10
1783596807.8491218,control,14918,brake_gt_10
1783596807.8570178,control,14919,brake_gt_10
1783596808.0660713,control,14940,brake_gt_10
1783596808.0759525,control,14941,brake_gt_10
1783596808.0860078,control,14942,brake_gt_10
1783596808.096277,control,14943,brake_gt_10
1783596808.106118,control,14944,brake_gt_10
1783596808.1159773,control,14945,brake_gt_10
1783596808.126224,control,14946,brake_gt_10
1783596808.1360273,control,14947,brake_gt_10
1783596808.146015,control,14948,brake_gt_10
1783596808.1560788,control,14949,brake_gt_10
1783596810.3373034,control,15167,brake_gt_10
1783596810.3488445,control,15168,brake_gt_10
1783596810.3563292,control,15169,brake_gt_10
1783596815.816353,control,15715,brake_gt_10
1783596815.826223,control,15716,brake_gt_10
1783596815.8368502,control,15717,brake_gt_10
1783596815.8468204,control,15718,brake_gt_10
1783596815.8567364,control,15719,brake_gt_10
1783596815.8668644,control,15720,brake_gt_10
1783596815.8765895,control,15721,brake_gt_10
1783596815.8862417,control,15722,brake_gt_10
1783596815.896567,control,15723,brake_gt_10
1783596815.9063878,control,15724,brake_gt_10
1783596815.9161248,control,15725,brake_gt_10
1783596815.926548,control,15726,brake_gt_10
1783596815.9364514,control,15727,brake_gt_10
1783596815.9463677,control,15728,brake_gt_10
1783596815.956318,control,15729,brake_gt_10
1783596815.9665544,control,15730,brake_gt_10
1783596815.976672,control,15731,brake_gt_10
1783596816.0565405,control,15739,brake_gt_10
