run_id,source_frame_index,sensor_time_unix_s,log_msg_time_unix_s,mapping_abs_residual_ms,log_source_line,points_before_fusing,downsample_ms,fuse_ms,shuffle_ms,cloud_to_array_ms,inference_ms,postprocess_ms,nms_ms,listed_stage_sum_ms,lidar_detection_execution_trace_ms,inference_share_of_trace_execution,data_status,missing_reason
202609031348,82,1788414535.53169,1788414535.53169,0.0,3889.0,36070.0,8.19261,0.049569,0.000288,0.21469,172.348,0.17101,0.107682,181.08384900000001,181.192576,0.9511868742348473,complete,
202609031348,83,1788414535.631302,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,84,1788414535.7314012,1788414535.731401,0.0002384185791015625,3949.0,36019.0,8.14544,0.068673,0.000256,0.212195,171.465,0.164322,0.103809,180.159695,180.252416,0.9512493857502581,complete,
202609031348,85,1788414535.831031,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,86,1788414535.9317007,1788414535.931701,0.0002384185791015625,4003.0,36022.0,7.96115,0.05456,0.000288,0.212451,173.097,0.15853,0.122753,181.60673200000002,181.691232,0.9526986970950805,complete,
202609031348,87,1788414536.0313523,1788414536.031352,0.0002384185791015625,4059.0,35967.0,15.0276,0.067392,0.00032,0.412325,175.045,0.159745,0.116994,190.829376,190.995072,0.9164896149781289,complete,
202609031348,88,1788414536.1315231,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,89,1788414536.231114,1788414536.231114,0.0,4121.0,35941.0,21.8185,0.105633,0.000352,0.448869,184.182,0.18781,0.122018,206.86518199999998,207.030016,0.8896391139727294,complete,
202609031348,90,1788414536.3320255,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,91,1788414536.431986,1788414536.431986,0.0,4182.0,35890.0,8.57011,0.052705,0.000352,0.234275,184.94,0.155361,0.104994,194.057797,194.16704,0.9524788553196258,complete,
202609031348,92,1788414536.531281,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,93,1788414536.6314082,1788414536.631408,0.0002384185791015625,4240.0,35927.0,11.611,0.066849,0.00032,0.311651,176.059,0.177282,0.108929,188.335031,188.482816,0.9340851528873592,complete,
202609031348,94,1788414536.731908,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,95,1788414536.832006,1788414536.832006,0.0,4301.0,35888.0,8.69821,0.050561,0.000288,0.212578,176.382,0.156738,0.110401,185.61077600000002,185.71264,0.9497576470831496,complete,
202609031348,96,1788414536.9317193,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,97,1788414537.0314794,1788414537.031479,0.000476837158203125,4350.0,35828.0,16.9317,0.080161,0.000416,0.416164,78.0602,0.240547,0.161698,95.890886,96.07728,0.8124730425340934,complete,
202609031348,98,1788414537.1317625,1788414537.131763,0.000476837158203125,4398.0,35825.0,12.0582,0.060705,0.000288,0.287075,76.9117,0.188386,0.127906,89.63426,89.778592,0.8566819582111512,complete,
202609031348,99,1788414537.2313285,1788414537.231328,0.000476837158203125,4446.0,35809.0,10.5635,0.056481,0.000288,0.251875,81.561,0.158881,0.109762,92.70178700000001,92.827488,0.878629829991737,complete,
202609031348,100,1788414537.3309824,1788414537.330982,0.000476837158203125,4494.0,35792.0,9.98632,0.059969,0.000288,0.213538,75.7486,0.187362,0.124001,86.320078,86.424928,0.876467030438255,complete,
202609031348,101,1788414537.4310372,1788414537.431037,0.0002384185791015625,4541.0,35816.0,8.45274,0.055905,0.000288,0.221058,76.8546,0.18349,0.114945,85.883026,85.991712,0.8937442715409597,complete,
