run_id,target_id,sequence_index,trace_id,source_time_s,output_time_s,lifecycle_ms,relative_t_sample_ms,event_window,source_file,source_locator
202607271211,12,17,17294096575131288703,1785125511.680785,1785125511.913976,233.19101333618164,1933.1848621368408,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10598
202607271211,12,18,17294096575131288704,1785125511.78081,1785125512.043294,262.4838352203369,2062.502861022949,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10655
202607271211,12,19,17294096575131288705,1785125511.886542,1785125512.141089,254.5468807220459,2160.2978706359863,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10705
202607271211,12,20,17294096575131288706,1785125511.981068,1785125512.237811,256.7431926727295,2257.0199966430664,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10753
202607271211,12,21,17294096575131288707,1785125512.08086,1785125512.333469,252.6090145111084,2352.677822113037,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10802
202607271211,12,22,17294096575131288708,1785125512.183657,1785125512.428837,245.1801300048828,2448.0459690093994,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10849
202607271211,12,23,17294096575131288709,1785125512.281155,1785125512.522816,241.66083335876465,2542.024850845337,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10894
202607271211,12,24,17294096575131288710,1785125512.381043,1785125512.630619,249.57609176635742,2649.8279571533203,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10944
202607271211,12,25,17294096575131288711,1785125512.480684,1785125512.72607,245.38588523864746,2745.278835296631,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10993
202607271211,12,26,17294096575131288713,1785125512.680489,1785125512.914324,233.83498191833496,2933.532953262329,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 11087
