wall_time,measurement_time,header_time,sequence_num,frame_id,total_points,actor_id,actor_type,role_name,distance_xy,bbox_length,bbox_width,bbox_height,bbox_margin,points_in_bbox,nearest_point_to_bbox_center,hit
1780471397.423387,1780471397.272244,1780471397.272244,0,velodyne64,17042,197,vehicle.lincoln.mkz_2017,ego_vehicle,0.0,4.901683330535889,2.128324270248413,1.5107464790344238,0.15,0,4.673568478262684,False
1780471397.4252071,1780471397.272244,1780471397.272244,0,velodyne64,17042,210,vehicle.audi.etron,npc_vehicle_6,54.6833083535375,4.855708599090576,2.0327565670013428,1.6493593454360962,0.15,0,19.767749503951286,False
1780471397.938596,1780471397.7739763,1780471397.7739763,0,velodyne64,17129,197,vehicle.lincoln.mkz_2017,ego_vehicle,0.0,4.901683330535889,2.128324270248413,1.5107464790344238,0.15,0,4.6754362235841755,False
1780471397.9394858,1780471397.7739763,1780471397.7739763,0,velodyne64,17129,210,vehicle.audi.etron,npc_vehicle_6,54.35646485587229,4.855708599090576,2.0327565670013428,1.6493593454360962,0.15,0,17.246188159399992,False
1780471398.4413702,1780471398.2752445,1780471398.2752445,0,velodyne64,17168,197,vehicle.lincoln.mkz_2017,ego_vehicle,0.0,4.901683330535889,2.128324270248413,1.5107464790344238,0.15,0,4.676708324683551,False
1780471398.442484,1780471398.2752445,1780471398.2752445,0,velodyne64,17168,210,vehicle.audi.etron,npc_vehicle_6,54.28721758365813,4.855708599090576,2.0327565670013428,1.6493593454360962,0.15,0,16.197301666665027,False
1780471398.9471319,1780471398.7787418,1780471398.7787418,0,velodyne64,17097,197,vehicle.lincoln.mkz_2017,ego_vehicle,0.0,4.901683330535889,2.128324270248413,1.5107464790344238,0.15,0,4.678848779379323,False
1780471398.9593697,1780471398.7787418,1780471398.7787418,0,velodyne64,17097,210,vehicle.audi.etron,npc_vehicle_6,54.75302462696193,4.855708599090576,2.0327565670013428,1.6493593454360962,0.15,0,18.255070385374186,False
1780471399.4617872,1780471399.372921,1780471399.372921,0,velodyne64,17046,197,vehicle.lincoln.mkz_2017,ego_vehicle,0.0,4.901683330535889,2.128324270248413,1.5107464790344238,0.15,0,4.669278927609691,False
1780471399.4625897,1780471399.372921,1780471399.372921,0,velodyne64,17046,210,vehicle.audi.etron,npc_vehicle_6,54.83770686654331,4.855708599090576,2.0327565670013428,1.6493593454360962,0.15,0,17.736492154987868,False
1780471399.9658608,1780471399.875402,1780471399.875402,0,velodyne64,17000,197,vehicle.lincoln.mkz_2017,ego_vehicle,0.0,4.901683330535889,2.128324270248413,1.5107464790344238,0.15,0,4.66533740328236,False
1780471399.9675214,1780471399.875402,1780471399.875402,0,velodyne64,17000,210,vehicle.audi.etron,npc_vehicle_6,54.65624199783784,4.855708599090576,2.0327565670013428,1.6493593454360962,0.15,0,23.903887421276178,False
